tranid,stock,symbol,exchange,currency,price,approved
371,BlackRock Utility and Infrastructure Trust,BUI,NYSE,BRL,21,FALSE
372,"DASAN Zhone Solutions, Inc.",DZSI,NASDAQ,PHP,71,FALSE
373,MFS Government Markets Income Trust,MGF,NYSE,ILS,46,FALSE
374,RGC Resources Inc.,RGCO,NASDAQ,VND,91,FALSE
375,Domtar Corporation,UFS,NYSE,VND,10,FALSE
376,DMC Global Inc.,BOOM,NASDAQ,CNY,70,FALSE
377,"Bioanalytical Systems, Inc.",BASI,NASDAQ,BRL,34,FALSE
378,ACNB Corporation,ACNB,NASDAQ,CNY,89,FALSE
379,China Yuchai International Limited,CYD,NYSE,PKR,9,FALSE
380,"Del Taco Restaurants, Inc.",TACOW,NASDAQ,BYR,88,FALSE
381,"Appliance Recycling Centers of America, Inc.",ARCI,NASDAQ,IDR,22,FALSE
382,"American International Group, Inc.",AIG,NYSE,ARS,34,FALSE
383,Black Hills Corporation,BKH,NYSE,CNY,18,FALSE
384,"PhaseRx, Inc.",PZRX,NASDAQ,COP,23,FALSE
385,"Web.com Group, Inc.",WEB,NASDAQ,PGK,97,FALSE
386,Education Realty Trust Inc.,EDR,NYSE,IDR,21,FALSE
387,VanEck Vectors Pharmaceutical ETF,PPH,NASDAQ,CNY,84,FALSE
388,"Maiden Holdings, Ltd.",MH^A,NYSE,IDR,45,FALSE
389,Granite Construction Incorporated,GVA,NYSE,COP,38,FALSE
390,Mid Penn Bancorp,MPB,NASDAQ,EUR,9,FALSE
391,Sparton Corporation,SPA,NYSE,PKR,20,FALSE
392,Zions Bancorporation,ZB^H,NYSE,SEK,72,FALSE
393,"P.A.M. Transportation Services, Inc.",PTSI,NASDAQ,EUR,37,FALSE
394,Weibo Corporation,WB,NASDAQ,CNY,75,FALSE
395,"EnLink Midstream Partners, LP",ENLK,NYSE,SOS,13,FALSE
396,Tocagen Inc.,TOCA,NASDAQ,JPY,44,FALSE
397,Global X Millennials Thematic ETF,MILN,NASDAQ,PEN,52,FALSE
398,"Guidewire Software, Inc.",GWRE,NYSE,CNY,56,FALSE
399,"Taubman Centers, Inc.",TCO,NYSE,BRL,5,FALSE
400,IQ Chaikin U.S. Small Cap ETF,CSML,NASDAQ,IDR,31,FALSE
401,"Cellectar Biosciences, Inc.",CLRB,NASDAQ,RUB,51,FALSE
402,"Enable Midstream Partners, LP",ENBL,NYSE,CNY,68,FALSE
403,"DineEquity, Inc",DIN,NYSE,BYR,36,FALSE
404,Chemung Financial Corp,CHMG,NASDAQ,CNY,47,FALSE
405,"Harvard Bioscience, Inc.",HBIO,NASDAQ,IDR,48,FALSE
406,Triangle Capital Corporation,TCAP,NYSE,IDR,7,FALSE
407,Chemung Financial Corp,CHMG,NASDAQ,EUR,61,FALSE
408,Arlington Asset Investment Corp,AI^B,NYSE,RUB,15,FALSE
409,V.F. Corporation,VFC,NYSE,CNY,47,FALSE
410,"AzurRx BioPharma, Inc.",AZRX,NASDAQ,IDR,56,FALSE
411,Peoples Financial Services Corp. ,PFIS,NASDAQ,MYR,53,FALSE
412,Kite Realty Group Trust,KRG,NYSE,NGN,29,FALSE
413,"Fauquier Bankshares, Inc.",FBSS,NASDAQ,IDR,4,FALSE
414,Zynga Inc.,ZNGA,NASDAQ,XPF,82,FALSE
415,Horizon Technology Finance Corporation,HTF,NYSE,IDR,49,FALSE
416,"Western New England Bancorp, Inc.",WNEB,NASDAQ,PHP,18,FALSE
417,Stepan Company,SCL,NYSE,EUR,26,FALSE
418,"2U, Inc.",TWOU,NASDAQ,BRL,91,FALSE
419,Nomad Foods Limited,NOMD,NYSE,CNY,78,FALSE
420,"Colony NorthStar, Inc.",CLNS^I,NYSE,UGX,53,FALSE
421,"ANI Pharmaceuticals, Inc.",ANIP,NASDAQ,CNY,47,FALSE
422,"Zillow Group, Inc.",Z,NASDAQ,CNY,67,FALSE
423,Cohen & Steers Inc,CNS,NYSE,MNT,75,FALSE
424,"Washington Federal, Inc.",WAFD,NASDAQ,RUB,24,FALSE
425,Gladstone Commercial Corporation,GOOD,NASDAQ,CNY,89,FALSE
426,Nordson Corporation,NDSN,NASDAQ,MYR,30,FALSE
427,"Choice Hotels International, Inc.",CHH,NYSE,ARS,65,FALSE
428,Bank of America Corporation,BAC^E,NYSE,CNY,98,FALSE
429,Farmer Brothers Company,FARM,NASDAQ,SEK,86,FALSE
430,"DHT Holdings, Inc.",DHT,NYSE,CNY,40,FALSE
431,Galapagos NV,GLPG,NASDAQ,IDR,16,FALSE
432,Anworth Mortgage Asset  Corporation,ANH^C,NYSE,NIO,53,FALSE
433,"Spark Therapeutics, Inc.",ONCE,NASDAQ,COP,23,FALSE
434,iShares S&P India Nifty 50 Index Fund,INDY,NASDAQ,CNY,96,FALSE
435,Constellium N.V.,CSTM,NYSE,CUP,60,FALSE
436,SJW Group,SJW,NYSE,CNY,9,FALSE
437,"Medical Properties Trust, Inc.",MPW,NYSE,JOD,58,FALSE
438,"HealthStream, Inc.",HSTM,NASDAQ,MGA,41,FALSE
439,"Synthetic Fixed-Income Securities, Inc.",GJP,NYSE,IDR,63,FALSE
440,Highpower International Inc,HPJ,NASDAQ,ARS,35,FALSE
441,Seadrill Partners LLC,SDLP,NYSE,IDR,11,FALSE
442,"TrueBlue, Inc.",TBI,NYSE,PLN,63,FALSE
443,Paragon Commercial Corporation,PBNC,NASDAQ,BRL,44,FALSE
444,Equity Residential,EQR,NYSE,IDR,21,FALSE
445,Arlington Asset Investment Corp,AIW,NYSE,CNY,52,FALSE
446,IBERIABANK Corporation,IBKC,NASDAQ,EUR,20,FALSE
447,"RLJ Entertainment, Inc.",RLJE,NASDAQ,EUR,94,FALSE
448,"Western New England Bancorp, Inc.",WNEB,NASDAQ,CNY,15,FALSE
449,IRSA Inversiones Y Representaciones S.A.,IRS,NYSE,TZS,93,FALSE
450,CoreSite Realty Corporation,COR^A,NYSE,PEN,77,FALSE
451,PowerShares S&P SmallCap Utilities Portfolio,PSCU,NASDAQ,EUR,7,FALSE
452,Mazor Robotics Ltd.,MZOR,NASDAQ,JPY,87,FALSE
453,Electronic Arts Inc.,EA,NASDAQ,EUR,98,FALSE
454,"HealthStream, Inc.",HSTM,NASDAQ,RSD,43,FALSE
455,"Energy Recovery, Inc.",ERII,NASDAQ,TND,69,FALSE
456,Ashland Global Holdings Inc.,ASH,NYSE,COP,32,FALSE
457,"REV Group, Inc.",REVG,NYSE,CNY,14,FALSE
458,"Soleno Therapeutics, Inc.",SLNO,NASDAQ,IDR,53,FALSE
459,"AmTrust Financial Services, Inc.",AFST,NYSE,ZAR,14,FALSE
460,"Papa John&#39;s International, Inc.",PZZA,NASDAQ,JPY,6,FALSE
461,"Cogentix Medical, Inc.",CGNT,NASDAQ,IDR,61,FALSE
462,"ESSA Bancorp, Inc.",ESSA,NASDAQ,PKR,70,FALSE
463,"Ignyta, Inc.",RXDX,NASDAQ,CNY,25,FALSE
464,"Celsius Holdings, Inc.",CELH,NASDAQ,EUR,16,FALSE
465,"Eiger BioPharmaceuticals, Inc.",EIGR,NASDAQ,IQD,67,FALSE
466,Abercrombie & Fitch Company,ANF,NYSE,YER,4,FALSE
467,Washington Prime Group Inc.,WPG^H,NYSE,CZK,63,FALSE
468,"Spirit Realty Capital, Inc.",SRC,NYSE,CNY,100,FALSE
469,Good Times Restaurants Inc.,GTIM,NASDAQ,IDR,50,FALSE
470,PowerShares Global Agriculture Portfolio,PAGG,NASDAQ,PLN,71,FALSE
471,"Sandy Spring Bancorp, Inc.",SASR,NASDAQ,CNY,33,FALSE
472,"Flagstar Bancorp, Inc.",FBC,NYSE,OMR,73,FALSE
473,Marathon Oil Corporation,MRO,NYSE,PEN,99,FALSE
474,BioSpecifics Technologies Corp,BSTC,NASDAQ,BRL,16,FALSE
475,LivaNova PLC,LIVN,NASDAQ,CNY,72,FALSE
476,Coupa Software Incorporated,COUP,NASDAQ,CNY,79,FALSE
477,"Patterson-UTI Energy, Inc.",PTEN,NASDAQ,CNY,61,FALSE
478,"AeroVironment, Inc.",AVAV,NASDAQ,CNY,64,FALSE
479,Dawson Geophysical Company,DWSN,NASDAQ,EUR,5,FALSE
480,PLDT Inc.,PHI,NYSE,IDR,12,FALSE
481,Boulevard Acquisition Corp. II,BLVD,NASDAQ,CZK,46,FALSE
482,Saratoga Investment Corp,SAB,NYSE,PHP,22,FALSE
483,Heska Corporation,HSKA,NASDAQ,EUR,52,FALSE
484,Macquarie/First Trust Global,MFD,NYSE,IDR,60,FALSE
485,"EPAM Systems, Inc.",EPAM,NYSE,PHP,14,FALSE
486,"Olympic Steel, Inc.",ZEUS,NASDAQ,EUR,78,FALSE
487,Banco Santander Chile,BSAC,NYSE,EUR,14,FALSE
488,Gabelli Global Small and Mid Cap Value Trust (The),GGZ,NYSE,NOK,89,FALSE
489,"Nivalis Therapeutics, Inc.",NVLS,NASDAQ,BTN,79,FALSE
490,Scientific Games Corp,SGMS,NASDAQ,EUR,37,FALSE
491,EDAP TMS S.A.,EDAP,NASDAQ,CNY,23,FALSE
492,Resolute Forest Products Inc.,RFP,NYSE,IDR,90,FALSE
493,Perrigo Company,PRGO,NYSE,CNY,55,FALSE
494,"Flexsteel Industries, Inc.",FLXS,NASDAQ,MZN,7,FALSE
495,"National Grid Transco, PLC",NGG,NYSE,KZT,32,FALSE
496,"Agios Pharmaceuticals, Inc.",AGIO,NASDAQ,PHP,30,FALSE
497,Ivy High Income Opportunities Fund,IVH,NYSE,XOF,47,FALSE
498,Invesco Pennsylvania Value Municipal Income Trust,VPV,NYSE,IDR,8,FALSE
499,Credit Suisse AG,USOI,NASDAQ,RUB,67,FALSE
500,"Flex Pharma, Inc.",FLKS,NASDAQ,IDR,14,FALSE
501,"ABIOMED, Inc.",ABMD,NASDAQ,SEK,80,FALSE
502,Eaton Vance Tax-Advantaged Global Dividend Income Fund,ETG,NYSE,KES,52,FALSE
503,State Street Corporation,STT^D,NYSE,YER,73,FALSE
504,CF Corporation,CFCOW,NASDAQ,RUB,17,FALSE
505,"Barrett Business Services, Inc.",BBSI,NASDAQ,EUR,29,FALSE
506,BOK Financial Corporation,BOKFL,NASDAQ,RUB,90,FALSE
507,"C.H. Robinson Worldwide, Inc.",CHRW,NASDAQ,RUB,22,FALSE
508,RXi Pharmaceuticals Corporation,RXII,NASDAQ,IDR,43,FALSE
509,PPlus Trust,PYT,NYSE,HRK,64,FALSE
510,Eastern Company (The),EML,NASDAQ,IDR,25,FALSE
511,Rice Midstream Partners LP,RMP,NYSE,EUR,14,FALSE
512,"Spartan Motors, Inc.",SPAR,NASDAQ,THB,6,FALSE
513,BlackRock Investment Quality Municipal Trust Inc. (The),BKN,NYSE,SEK,48,FALSE
514,"Independence Contract Drilling, Inc.",ICD,NYSE,MXN,73,FALSE
515,Embotelladora Andina S.A.,AKO.A,NYSE,EUR,16,FALSE
516,Banco De Chile,BCH,NYSE,CNY,2,FALSE
517,WisdomTree China ex-State-Owned Enterprises Fund,CXSE,NASDAQ,COP,12,FALSE
518,"Hudson Technologies, Inc.",HDSN,NASDAQ,EUR,16,FALSE
519,Ford Motor Company,F,NYSE,PHP,93,FALSE
520,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,ISHG,NASDAQ,CNY,6,FALSE
521,"Rexford Industrial Realty, Inc.",REXR^A,NYSE,USD,1,FALSE
522,NQ Mobile Inc.,NQ,NYSE,CNY,37,FALSE
523,"Opexa Therapeutics, Inc.",OPXAW,NASDAQ,LTL,5,FALSE
524,Hershey Company (The),HSY,NYSE,CNY,57,FALSE
525,ChromaDex Corporation,CDXC,NASDAQ,MKD,19,FALSE
526,"Zafgen, Inc.",ZFGN,NASDAQ,CUP,8,FALSE
527,First Trust RBA Quality Income ETF,QINC,NASDAQ,IDR,65,FALSE
528,Zions Bancorporation,ZB^A,NYSE,RUB,34,FALSE
529,"NeuroMetrix, Inc.",NURO,NASDAQ,CAD,10,FALSE
530,"Natural Grocers by Vitamin Cottage, Inc.",NGVC,NYSE,CNY,39,FALSE
531,BlackBerry Limited,BBRY,NASDAQ,ZMW,70,FALSE
532,Silicon Motion Technology Corporation,SIMO,NASDAQ,PHP,34,FALSE
533,"Chart Industries, Inc.",GTLS,NASDAQ,THB,61,FALSE
534,Monmouth Real Estate Investment Corporation,MNR,NYSE,EUR,7,FALSE
535,"Rennova Health, Inc.",RNVA,NASDAQ,CUP,46,FALSE
536,The Intergroup Corporation,INTG,NASDAQ,THB,24,FALSE
537,Fifth Third Bancorp,FITB,NASDAQ,CNY,23,FALSE
538,"HCI Group, Inc.",HCI,NYSE,CNY,70,FALSE
539,Cathay General Bancorp,CATYW,NASDAQ,RUB,42,FALSE
540,"Delek Logistics Partners, L.P.",DKL,NYSE,EUR,32,FALSE
541,Guggenheim Enhanced Equity Income Fund,GPM,NYSE,CNY,69,FALSE
542,Public Storage,PSA^F,NYSE,HRK,16,FALSE
543,ObsEva SA,OBSV,NASDAQ,GBP,100,FALSE
544,"PC Connection, Inc.",CNXN,NASDAQ,MUR,85,FALSE
545,"U.S. Physical Therapy, Inc.",USPH,NYSE,LTL,52,FALSE
546,ChromaDex Corporation,CDXC,NASDAQ,BRL,21,FALSE
547,"USA Technologies, Inc.",USAT,NASDAQ,AZN,73,FALSE
548,"Meta Financial Group, Inc.",CASH,NASDAQ,PHP,53,FALSE
549,ManpowerGroup,MAN,NYSE,PLN,20,FALSE
550,First Financial Bancorp.,FFBCW,NASDAQ,RUB,34,FALSE
551,"CBL & Associates Properties, Inc.",CBL^D,NYSE,RUB,17,FALSE
552,The First of Long Island Corporation,FLIC,NASDAQ,IDR,60,FALSE
553,Franco-Nevada Corporation,FNV,NYSE,IDR,17,FALSE
554,"NII Holdings, Inc.",NIHD,NASDAQ,CNY,69,FALSE
555,"TESARO, Inc.",TSRO,NASDAQ,BRL,4,FALSE
556,KB Financial Group Inc,KB,NYSE,CNY,10,FALSE
557,"Chimerix, Inc.",CMRX,NASDAQ,NOK,82,FALSE
558,Coty Inc.,COTY,NYSE,JPY,82,FALSE
559,Babcock,BW,NYSE,CAD,62,FALSE
560,ClearBridge Large Cap Growth ESG ETF,LRGE,NASDAQ,WST,80,FALSE
561,VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,NASDAQ,ILS,34,FALSE
562,"Smith & Nephew SNATS, Inc.",SNN,NYSE,EUR,23,FALSE
563,Blackrock New York Municipal Bond Trust,BQH,NYSE,EUR,77,FALSE
564,Nuveen Municipal High Income Opportunity Fund,NMZ,NYSE,SEK,52,FALSE
565,Nuveen Massachusetts Municipal Income Fund,NMT,NYSE,PHP,79,FALSE
566,Universal Display Corporation,OLED,NASDAQ,CNY,18,FALSE
567,"Willbros Group, Inc.",WG,NYSE,PEN,42,FALSE
568,Grupo Supervielle S.A.,SUPV,NYSE,CAD,11,FALSE
569,Cementos Pacasmayo S.A.A.,CPAC,NYSE,USD,96,FALSE
570,"SenesTech, Inc.",SNES,NASDAQ,CNY,7,FALSE
571,"Fortune Brands Home & Security, Inc.",FBHS,NYSE,CZK,88,FALSE
572,"Siliconware Precision Industries Company, Ltd.",SPIL,NASDAQ,THB,57,FALSE
573,Insulet Corporation,PODD,NASDAQ,CNY,77,FALSE
574,"Dupont Fabros Technology, Inc.",DFT^C,NYSE,HNL,12,FALSE
575,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,PFO,NYSE,CNY,23,FALSE
576,Ocean Rig UDW Inc.,ORIG,NASDAQ,RUB,12,FALSE
577,BHP Billiton plc,BBL,NYSE,CNY,15,FALSE
578,BlackRock Income Investment Quality Trust,BAF,NYSE,CNY,95,FALSE
579,"Prudential Financial, Inc.",PRH,NYSE,IDR,59,FALSE
580,DTE Energy Company,DTQ,NYSE,PLN,90,FALSE
581,Invesco Municipal Opportunity Trust,VMO,NYSE,RUB,11,FALSE
582,Vident Core US Equity ETF,VUSE,NASDAQ,GNF,21,FALSE
583,STRATS Trust,GJH,NYSE,UAH,59,FALSE
584,"Dicerna Pharmaceuticals, Inc.",DRNA,NASDAQ,CNY,61,FALSE
585,"Benchmark Electronics, Inc.",BHE,NYSE,ILS,65,FALSE
586,"RTI Surgical, Inc.",RTIX,NASDAQ,EUR,76,FALSE
587,Voya Asia Pacific High Dividend Equity Income Fund,IAE,NYSE,CNY,90,FALSE
588,"Kinder Morgan, Inc.",KMI,NYSE,IDR,13,FALSE
589,"Patrick Industries, Inc.",PATK,NASDAQ,MGA,91,FALSE
590,"Team, Inc.",TISI,NYSE,EUR,66,FALSE
591,Rayonier Advanced Materials Inc.,RYAM,NYSE,ZMW,10,FALSE
592,Principal Price Setters Index ETF,PSET,NASDAQ,CNY,27,FALSE
593,AGNC Investment Corp.,AGNCP,NASDAQ,BRL,61,FALSE
594,"On Deck Capital, Inc.",ONDK,NYSE,IDR,41,FALSE
595,"Colony NorthStar, Inc.",CLNS^I,NYSE,PLN,41,FALSE
596,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC,NASDAQ,IDR,3,FALSE
597,PennantPark Floating Rate Capital Ltd.,PFLT,NASDAQ,LAK,57,FALSE
598,Nabriva Therapeutics AG,NBRV,NASDAQ,RUB,4,FALSE
599,Blackrock New York Municipal Bond Trust,BQH,NYSE,USD,17,FALSE
600,Adtalem Global Education Inc.,ATGE,NYSE,THB,57,FALSE
601,"Liberty Tax, Inc.",TAX,NASDAQ,CNY,22,FALSE
602,"WesBanco, Inc.",WSBC,NASDAQ,VEF,36,FALSE
603,"AmTrust Financial Services, Inc.",AFSI^C,NYSE,CNY,52,FALSE
604,"Allied Motion Technologies, Inc.",AMOT,NASDAQ,IDR,68,FALSE
605,First American Corporation (The),FAF,NYSE,UAH,41,FALSE
606,Medigus Ltd.,MDGS,NASDAQ,IDR,17,FALSE
607,Ultra Petroleum Corp.,UPL,NASDAQ,CNY,4,FALSE
608,"Amyris, Inc.",AMRS,NASDAQ,CNY,5,FALSE
609,"ClubCorp Holdings, Inc.",MYCC,NYSE,EUR,3,FALSE
610,Ares Management L.P.,ARES,NYSE,MXN,32,FALSE
611,American Tower Corporation (REIT),AMT,NYSE,AOA,50,FALSE
612,BlackRock Multi-Sector Income Trust,BIT,NYSE,ALL,27,FALSE
613,"Evertec, Inc.",EVTC,NYSE,BRL,50,FALSE
614,"Prudential Financial, Inc.",PRH,NYSE,AFN,21,FALSE
615,"Yatra Online, Inc.",YTRA,NASDAQ,EUR,40,FALSE
616,"Golden Entertainment, Inc.",GDEN,NASDAQ,IDR,63,FALSE
617,"Atlantic Capital Bancshares, Inc.",ACBI,NASDAQ,COP,54,FALSE
618,"American Electric Technologies, Inc.",AETI,NASDAQ,CNY,79,FALSE
619,"Global Ship Lease, Inc.",GSL^B,NYSE,RUB,87,FALSE
620,Village Bank and Trust Financial Corp.,VBFC,NASDAQ,THB,93,FALSE
621,"AxoGen, Inc.",AXGN,NASDAQ,PHP,63,FALSE
622,Enerplus Corporation,ERF,NYSE,BYR,73,FALSE
623,"LGI Homes, Inc.",LGIH,NASDAQ,CNY,95,FALSE
624,Sohu.com Inc.,SOHU,NASDAQ,RUB,81,FALSE
625,Transdigm Group Incorporated,TDG,NYSE,XAF,54,FALSE
626,R1 RCM Inc.,RCM,NASDAQ,THB,27,FALSE
627,"Telephone and Data Systems, Inc.",TDI,NYSE,CNY,14,FALSE
628,"BCE, Inc.",BCE,NYSE,IDR,86,FALSE
629,Westpac Banking Corporation,WBK,NYSE,IDR,97,FALSE
630,"SunOpta, Inc.",STKL,NASDAQ,CAD,71,FALSE
631,"American Realty Investors, Inc.",ARL,NYSE,BRL,54,FALSE
632,Nuveen Insured New York Select Tax-Free Income Portfolio,NXN,NYSE,NIO,64,FALSE
633,Smart,SFS,NYSE,CNY,1,FALSE
634,"Insight Enterprises, Inc.",NSIT,NASDAQ,IDR,1,FALSE
635,"Safeguard Scientifics, Inc.",SFE,NYSE,PHP,68,FALSE
636,iShares MSCI ACWI ex US Index Fund,ACWX,NASDAQ,JOD,3,FALSE
637,Nabors Industries Ltd.,NBR,NYSE,CNY,46,FALSE
638,Blackrock Global,BGT,NYSE,PHP,51,FALSE
639,Assured Guaranty Ltd.,AGO^E,NYSE,RUB,63,FALSE
640,"Intersections, Inc.",INTX,NASDAQ,CNY,100,FALSE
641,Charter Financial Corp.,CHFN,NASDAQ,PYG,45,FALSE
642,"United Parcel Service, Inc.",UPS,NYSE,DOP,84,FALSE
643,Nuveen Enhanced Municipal Value Fund,NEV,NYSE,KZT,89,FALSE
644,"Maxim Integrated Products, Inc.",MXIM,NASDAQ,SEK,51,FALSE
645,Westinghouse Air Brake Technologies Corporation,WAB,NYSE,IDR,61,FALSE
646,Gladstone Commercial Corporation,GOOD,NASDAQ,IDR,61,FALSE
647,"Blackrock MuniAssets Fund, Inc.",MUA,NYSE,MUR,90,FALSE
648,Dell Technologies Inc.,DVMT,NYSE,EUR,47,FALSE
649,Moog Inc.,MOG.A,NYSE,EUR,82,FALSE
650,Hoegh LNG Partners LP,HMLP,NYSE,YER,100,FALSE
651,L.S. Starrett Company (The),SCX,NYSE,IDR,10,FALSE
652,LendingClub Corporation,LC,NYSE,IQD,48,FALSE
653,Las Vegas Sands Corp.,LVS,NYSE,MAD,75,FALSE
654,"Gevo, Inc.",GEVO,NASDAQ,ARS,61,FALSE
655,"Western Refining Logistics, LP",WNRL,NYSE,BRL,83,FALSE
656,"Calumet Specialty Products Partners, L.P.",CLMT,NASDAQ,MXN,32,FALSE
657,Teledyne Technologies Incorporated,TDY,NYSE,IDR,43,FALSE
658,The Intergroup Corporation,INTG,NASDAQ,RUB,94,FALSE
659,"First Citizens BancShares, Inc.",FCNCA,NASDAQ,TND,14,FALSE
660,AXT Inc,AXTI,NASDAQ,ILS,32,FALSE
661,"Old Second Bancorp, Inc.",OSBCP,NASDAQ,USD,61,FALSE
662,"Myriad Genetics, Inc.",MYGN,NASDAQ,VEF,80,FALSE
663,"SINOPEC Shangai Petrochemical Company, Ltd.",SHI,NYSE,CNY,2,FALSE
664,"Columbia Banking System, Inc.",COLB,NASDAQ,PHP,20,FALSE
665,InfoSonics Corp,IFON,NASDAQ,UAH,13,FALSE
666,Agnico Eagle Mines Limited,AEM,NYSE,THB,64,FALSE
667,POSCO,PKX,NYSE,UAH,25,FALSE
668,AmeriServ Financial Inc.,ASRVP,NASDAQ,THB,97,FALSE
669,"General American Investors, Inc.",GAM,NYSE,EUR,18,FALSE
670,Navient Corporation,ISM,NASDAQ,CNY,90,FALSE
671,Prima BioMed Ltd,PBMD,NASDAQ,IDR,88,FALSE
672,"QEP Resources, Inc.",QEP,NYSE,KRW,99,FALSE
673,Nuveen Intermediate Duration Municipal Term Fund,NID,NYSE,HRK,90,FALSE
674,Evogene Ltd.,EVGN,NASDAQ,CNY,63,FALSE
675,Graphic Packaging Holding Company,GPK,NYSE,EUR,15,FALSE
676,"BancorpSouth, Inc.",BXS,NYSE,CNY,23,FALSE
677,Bank Of Montreal,BMO,NYSE,EUR,35,FALSE
678,Research Frontiers Incorporated,REFR,NASDAQ,ARS,12,FALSE
679,"Castlight Health, inc.",CSLT,NYSE,EUR,63,FALSE
680,Global X Health & Wellness Thematic ETF,BFIT,NASDAQ,ZWL,65,FALSE
681,Limoneira Co,LMNR,NASDAQ,EUR,87,FALSE
682,Comp En De Mn Cemig ADS,CIG,NYSE,CNY,85,FALSE
683,PowerShares S&P SmallCap Industrials Portfolio,PSCI,NASDAQ,EUR,50,FALSE
684,"Delaware Investments Dividend & Income Fund, Inc.",DDF,NYSE,MNT,84,FALSE
685,Statoil ASA,STO,NYSE,CNY,72,FALSE
686,"CNO Financial Group, Inc.",CNO,NYSE,RUB,97,FALSE
687,"Customers Bancorp, Inc",CUBI^F,NYSE,PHP,60,FALSE
688,Essendant Inc.,ESND,NASDAQ,PEN,98,FALSE
689,Elmira Savings Bank NY (The),ESBK,NASDAQ,BRL,30,FALSE
690,"Plug Power, Inc.",PLUG,NASDAQ,ARS,49,FALSE
691,PowerShares S&P SmallCap Information Technology Portfolio,PSCT,NASDAQ,IDR,9,FALSE
692,Netshoes (Cayman) Limited,NETS,NYSE,ZAR,44,FALSE
693,"South Jersey Industries, Inc.",SJI,NYSE,SEK,93,FALSE
694,"Summit Hotel Properties, Inc.",INN,NYSE,IDR,68,FALSE
695,"Rexford Industrial Realty, Inc.",REXR^A,NYSE,COP,8,FALSE
696,"Neenah Paper, Inc.",NP,NYSE,RUB,16,FALSE
697,"Opko Health, Inc.",OPK,NASDAQ,PHP,12,FALSE
698,ChromaDex Corporation,CDXC,NASDAQ,NGN,79,FALSE
699,"Arrow Electronics, Inc.",ARW,NYSE,CNY,81,FALSE
700,Eaton Vance Enhanced Equity Income Fund II,EOS,NYSE,IDR,2,FALSE
701,"Beasley Broadcast Group, Inc.",BBGI,NASDAQ,CNY,8,FALSE
702,Bioblast Pharma Ltd.,ORPN,NASDAQ,MXN,49,FALSE
703,KeyCorp,KEY^I,NYSE,CNY,84,FALSE
704,Cellect Biotechnology Ltd.,APOP,NASDAQ,IDR,16,FALSE
705,"Orion Group Holdings, Inc.",ORN,NYSE,ARS,99,FALSE
706,Trimble Inc.,TRMB,NASDAQ,EUR,39,FALSE
707,"Gabelli Equity Trust, Inc. (The)",GAB^D,NYSE,IDR,35,FALSE
708,Healthcare Realty Trust Incorporated,HR,NYSE,CAD,68,FALSE
709,Royal Bank Of Canada,RY,NYSE,VEF,98,FALSE
710,iShares MSCI EAFE ESG Optimized ETF,ESGD,NASDAQ,IDR,4,FALSE
711,Blackrock California Municipal 2018 Term Trust,BJZ,NYSE,PHP,70,FALSE
712,Advent Claymore Convertible Securities and Income Fund II,AGC,NYSE,UGX,34,FALSE
713,Synchrony Financial,SYF,NYSE,IDR,53,FALSE
714,"InnerWorkings, Inc.",INWK,NASDAQ,IDR,69,FALSE
715,Comerica Incorporated,CMA.WS,NYSE,CZK,47,FALSE
716,Hersha Hospitality Trust,HT^E,NYSE,EUR,100,FALSE
717,VictoryShares Emerging Market Volatility Wtd ETF,CEZ,NASDAQ,CNY,82,FALSE
718,SeaSpine Holdings Corporation,SPNE,NASDAQ,HNL,10,FALSE
719,"Western Asset High Income Opportunity Fund, Inc.",HIO,NYSE,IDR,36,FALSE
720,"SB Financial Group, Inc.",SBFGP,NASDAQ,SEK,12,FALSE
721,Signet Jewelers Limited,SIG,NYSE,IDR,86,FALSE
722,Kadant Inc,KAI,NYSE,KRW,85,FALSE
723,"Walgreens Boots Alliance, Inc.",WBA,NASDAQ,PLN,29,FALSE
724,"Tallgrass Energy GP, LP",TEGP,NYSE,THB,79,FALSE
725,"Sunstone Hotel Investors, Inc.",SHO,NYSE,RUB,31,FALSE
726,"AAC Holdings, Inc.",AAC,NYSE,CNY,75,FALSE
727,PartnerRe Ltd.,PRE^F,NYSE,AFN,85,FALSE
728,PowerShares KBW High Dividend Yield Financial Portfolio,KBWD,NASDAQ,EUR,97,FALSE
729,"Ulta Beauty, Inc.",ULTA,NASDAQ,CNY,27,FALSE
730,Boulevard Acquisition Corp. II,BLVDU,NASDAQ,BYR,22,FALSE
731,"Pacira Pharmaceuticals, Inc.",PCRX,NASDAQ,HRK,53,FALSE
732,Wins Finance Holdings Inc.,WINS,NASDAQ,UGX,86,FALSE
733,"Green Plains, Inc.",GPRE,NASDAQ,PHP,35,FALSE
734,"Ellie Mae, Inc.",ELLI,NYSE,UAH,2,FALSE
735,Education Realty Trust Inc.,EDR,NYSE,SEK,8,FALSE
736,Trimble Inc.,TRMB,NASDAQ,EUR,23,FALSE
737,"Senomyx, Inc.",SNMX,NASDAQ,CNY,19,FALSE
738,"Itron, Inc.",ITRI,NASDAQ,CNY,65,FALSE
739,"Greenhill & Co., Inc.",GHL,NYSE,CNY,28,FALSE
